Experiment;1;t;x;y;2;t;x;y;3;;;;
;;109.97213;0.00744;0.0119;;210.0463778;0.129998679;0.056424117;;;;;
;;113.30462;0.00975;0.0108;;213.3788667;0.130133685;0.056557594;;;;;
;;116.63711;0.0159;0.0117;;216.7113444;0.129971448;0.0567769;;;;;
;;119.9696;0.0157;0.0124;;220.0439222;0.129986062;0.056835811;;;;;
;;123.30209;0.00685;0.0125;;223.3763444;0.129928951;0.056905321;;;;;
;;126.63458;0.00867;0.012;;226.7088111;0.129982375;0.05695133;;;;;
;;129.96707;0.00771;0.0124;;230.0413;0.129661203;0.057096908;;;;;
;;133.29956;0.00432;0.0132;;233.3737778;0.129769314;0.057034037;;;;;
;;136.63205;0.00433;0.0133;;236.7062778;0.129859031;0.057250794;;;;;
;;139.96454;0.00976;0.0127;;240.0387444;0.130552791;0.05745041;;;;;
;;143.29703;0.0146;0.0138;;243.3713556;0.130366778;0.057542373;;;;;
;;146.62952;0.0137;0.013;;246.7037333;0.130300819;0.057570795;;;;;
;;149.96201;0.0138;0.0131;;250.0362444;0.13028623;0.057693821;;;;;
;;153.2945;0.0129;0.0138;;253.3686778;0.129346045;0.057713108;;;;;
;;156.62699;0.0127;0.0138;;256.7011778;0.129604906;0.057875852;;;;;
;;159.95948;0.0128;0.0138;;260.0336556;0.129573184;0.057910454;;;;;
;;163.29197;0.0131;0.014;;263.3661444;0.129646401;0.058019344;;;;;
;;166.62446;0.0136;0.0143;;266.6986333;0.129796276;0.058156988;;;;;
;;169.95695;0.0126;0.014;;270.0311222;0.129842538;0.057410379;;;;;
