Experiment;1;t;x;y;2;t;x;y;3;t;x;y;
;;129.96707;0.00771;0.0124;;230.0413;0.129661203;0.057096908;;318.9333333;0.127811797;0.036488302;
;;133.29956;0.00432;0.0132;;233.3737778;0.129769314;0.057034037;;320;0.127853195;0.036491662;
;;136.63205;0.00433;0.0133;;236.7062778;0.129859031;0.057250794;;321.0666667;0.127739914;0.036454004;
;;139.96454;0.00976;0.0127;;240.0387444;0.130552791;0.05745041;;322.1333333;0.127812356;0.03645892;
;;143.29703;0.0146;0.0138;;243.3713556;0.130366778;0.057542373;;323.2;0.127807218;0.036469411;
;;146.62952;0.0137;0.013;;246.7037333;0.130300819;0.057570795;;324.2666667;0.127865701;0.036530662;
;;149.96201;0.0138;0.0131;;250.0362444;0.13028623;0.057693821;;325.3333333;0.127910236;0.036540426;
;;153.2945;0.0129;0.0138;;253.3686778;0.129346045;0.057713108;;326.4;0.127917499;0.03654517;
;;156.62699;0.0127;0.0138;;256.7011778;0.129604906;0.057875852;;327.4666667;0.127781241;0.036502542;
;;159.95948;0.0128;0.0138;;260.0336556;0.129573184;0.057910454;;328.5333333;0.127748363;0.036515588;
;;163.29197;0.0131;0.014;;263.3661444;0.129646401;0.058019344;;329.6;0.128195124;0.03688376;
;;166.62446;0.0136;0.0143;;266.6986333;0.129796276;0.058156988;;330.6666667;0.127874241;0.03653011;
;;169.95695;0.0126;0.014;;270.0311222;0.129842538;0.057410379;;331.7333333;0.127884485;0.036524527;
;;173.28944;0.0125;0.0142;;273.3636;0.129293248;0.057160999;;332.8;0.127883162;0.036519749;
;;176.62193;0.0128;0.0143;;276.6961222;0.128919849;0.057264695;;333.8666667;0.128265406;0.036697993;
;;179.95442;0.0086;0.014;;280.0286;0.128874716;0.057139715;;334.9333333;0.128470139;0.036692486;
;;183.28691;0.00871;0.0142;;283.3610556;0.128805873;0.057230502;;336;0.128578006;0.036736004;
;;186.6194;0.00754;0.0141;;286.6935444;0.128757809;0.057219792;;337.0666667;0.128710412;0.036829037;
;;189.95189;0.0101;0.0141;;290.0260444;0.130691933;0.057642513;;338.1333333;0.127798206;0.037751661;
;;193.28438;0.00434;0.0143;;293.3918444;0.131305978;0.057676742;;339.2;0.127888189;0.037924269;
;;196.61687;0.0156;0.0135;;296.7243222;0.131305978;0.057676742;;340.2666667;0.12880875;0.036802491;
;;199.94936;0.00942;0.0139;;300.0568111;0.130640797;0.057454877;;341.3333333;0.128859546;0.036817185;
;;203.28185;0.00942;0.0139;;303.3893;0.128896406;0.058576433;;342.4;0.128816975;0.036849956;
;;206.61434;0.00725;0.0137;;306.7217667;0.128709393;0.058535813;;343.4666667;0.128890142;0.03691505;
;;209.94683;0.00941;0.0139;;310.0544111;0.12901328;0.058712315;;344.5333333;0.128840245;0.036923972;
;;213.27932;0.0108;0.014;;313.3867444;0.12870676;0.058599117;;345.6;0.128816124;0.036895074;
;;216.61181;0.00942;0.0139;;316.7192556;0.12911827;0.058881269;;346.6666667;0.128834367;0.036873078;
;;219.9443;0.0126;0.014;;320.0519111;0.129263601;0.059032544;;347.7333333;0.128805018;0.036864388;
;;223.27679;0.00913;0.0139;;323.3842333;0.129296226;0.059149937;;348.8;0.128929338;0.036937109;
;;226.60928;0.0128;0.014;;326.7167111;0.129156425;0.059105599;;349.8666667;0.128851623;0.036868616;
;;229.94177;0.00662;0.0153;;330.0492222;0.129171101;0.059187139;;350.9333333;0.128791834;0.036874647;
;;233.27426;0.007;0.0153;;333.3816667;0.129678577;0.059335555;;352;0.128820478;0.03687355;
;;236.60675;0.013;0.0141;;336.7141444;0.129471929;0.059230349;;353.0666667;0.129187751;0.037667645;
;;239.93924;0.00662;0.0153;;340.0466333;0.128236547;0.059775336;;354.1333333;0.128888101;0.036903602;
;;243.27173;0.0035;0.0159;;343.3791222;0.129001707;0.059719116;;355.2;0.128934491;0.036912125;
;;246.60422;0.0033;0.0159;;346.7115889;0.128369672;0.059955966;;356.2666667;0.128971397;0.036953076;
;;249.93671;0.00727;0.0157;;350.0440889;0.128630344;0.059904142;;357.3333333;0.128969389;0.036991706;
;;253.2692;0.0069;0.0157;;353.3765667;0.1288717;0.059845502;;358.4;0.128908341;0.036999873;
;;256.60169;0.0112;0.0156;;356.7090667;0.128727413;0.059826996;;359.4666667;0.128867081;0.037010517;
;;259.93418;0.00885;0.0165;;360.0415556;0.128721477;0.059821664;;360.5333333;0.128854769;0.037032471;
;;263.26667;0.0111;0.0152;;363.3740333;0.129285281;0.059980673;;361.6;0.128918666;0.037048091;
;;266.59916;0.00733;0.0149;;366.7065222;0.129519294;0.060110708;;362.6666667;0.12895681;0.037062634;
;;269.93165;0.00755;0.0151;;370.039;0.129547682;0.060213349;;363.7333333;0.128706236;0.037459191;
;;273.26414;0.0074;0.0151;;373.3715556;0.130649025;0.060323789;;364.8;0.128644984;0.037418544;
;;276.59663;0.011;0.015;;376.7039778;0.128818388;0.060448029;;365.8666667;0.128643439;0.037431172;
;;279.92912;0.00717;0.0152;;380.0364556;0.129211774;0.060623164;;366.9333333;0.12859235;0.03750341;
;;283.26161;0.00774;0.0153;;383.3689667;0.127599086;0.060741871;;368;0.128754309;0.037383438;
;;286.5941;0.0126;0.0164;;386.7014333;0.127285755;0.060989695;;369.0666667;0.128810871;0.0374346;
;;289.92659;0.0135;0.0167;;390.0339222;0.129861102;0.060827582;;370.1333333;0.128533767;0.03754743;
;;293.25908;0.0134;0.0168;;393.3663889;0.130265136;0.060880821;;371.2;0.127115911;0.038010025;
;;296.59157;0.00854;0.0153;;396.6988889;0.130270853;0.061002412;;372.2666667;0.126848728;0.038234042;
;;299.92406;0.00777;0.0153;;400.0314111;0.129745863;0.061215683;;373.3333333;0.126547708;0.038348019;
;;303.25655;0.00849;0.0153;;403.3638556;0.129387033;0.06116809;;374.4;0.127581933;0.037863827;
;;306.58904;0.00906;0.0153;;406.6963556;0.129376021;0.061197201;;375.4666667;0.127943206;0.037775337;
;;309.92153;0.0144;0.0162;;410.0288333;0.129718727;0.061342328;;376.5333333;0.127890031;0.037811958;
;;313.25402;0.0126;0.0154;;413.3613222;0.129347706;0.061308544;;377.6;0.127807732;0.037897056;
;;316.58651;0.0124;0.0155;;416.6938111;0.129867321;0.061272649;;378.6666667;0.127568394;0.03799496;
;;319.919;0.014;0.0156;;420.0262889;0.130078676;0.061508799;;379.7333333;0.127605681;0.037998203;
;;323.25149;0.0131;0.0156;;423.3587889;0.129870392;0.06147875;;380.8;0.127553808;0.037974853;
;;326.58398;0.00721;0.0169;;426.6912444;0.130199784;0.061616111;;381.8666667;0.127106714;0.038159315;
;;329.91647;0.00448;0.0172;;430.0237333;0.128627551;0.062002683;;382.9333333;0.127610768;0.038041763;
;;333.24896;0.00487;0.0174;;433.3562667;0.130056792;0.06187284;;384;0.127581003;0.0380305;
;;336.58145;0.00497;0.0173;;436.6887111;0.128878685;0.062030172;;385.0666667;0.127566724;0.038052935;
;;339.91394;0.00522;0.0176;;440.0211889;0.12779395;0.062183387;;386.1333333;0.12753259;0.038116998;
;;343.24643;0.012;0.0156;;443.3536889;0.129392725;0.061944907;;387.2;0.127556882;0.038156021;
;;346.57892;0.0116;0.0164;;446.6861778;0.129957726;0.061989134;;388.2666667;0.127549839;0.038178764;
;;349.91141;0.0106;0.0169;;450.0186667;0.129731101;0.06195762;;389.3333333;0.127576871;0.038223131;
;;353.2439;0.0114;0.0166;;453.3511444;0.128875885;0.062423825;;390.4;0.127571111;0.038227666;
;;356.57639;0.00951;0.0165;;456.6836667;0.129601022;0.062194605;;391.4666667;0.127548618;0.038168177;
;;359.90888;0.00995;0.0167;;460.0162556;0.128331636;0.062496095;;392.5333333;0.127580531;0.038161707;
;;363.24137;0.0096;0.0167;;463.3486556;0.128836479;0.062399057;;393.6;0.127642561;0.038199292;
;;366.57386;0.00927;0.0171;;466.6810667;0.128809699;0.062386413;;394.6666667;0.127601453;0.038231902;
;;369.90635;0.00708;0.0167;;470.0135667;0.129659202;0.062439759;;395.7333333;0.127582585;0.038271038;
;;373.23884;0.0139;0.0175;;473.3460444;0.128938985;0.062550438;;396.8;0.12746948;0.038303773;
;;376.57133;0.0101;0.017;;476.6785222;0.129145448;0.062668303;;397.8666667;0.12755317;0.038332794;
;;379.90382;0.0101;0.0172;;480.0110556;0.129684117;0.062691822;;398.9333333;0.127543873;0.038346388;
;;383.23631;0.0111;0.0176;;483.3435111;0.128662258;0.062767331;;400;0.127558964;0.038369815;
;;386.5688;0.00968;0.0176;;486.6759889;0.129923271;0.062799429;;401.0666667;0.127544871;0.038412857;
;;389.90129;0.00998;0.0176;;490.0085;0.12909158;0.062905702;;402.1333333;0.12756021;0.03844434;
;;393.23378;0.00668;0.0176;;493.3409889;0.129047535;0.063134952;;403.2;0.127593759;0.038456205;
;;396.56627;0.00375;0.0189;;496.6734556;0.129170769;0.063069673;;404.2666667;0.127553493;0.038447164;
;;399.89876;0.00386;0.0177;;500.0059667;0.129020133;0.063131175;;405.3333333;0.127648804;0.038508571;
;;403.23125;0.00379;0.0179;;503.3384222;0.129826066;0.063219579;;406.4;0.127591202;0.03854656;
;;406.56374;0.00924;0.0188;;506.6709111;0.129424632;0.06318075;;407.4666667;0.127678166;0.038661727;
;;409.89623;0.00604;0.0175;;510.0034;0.129892832;0.063218697;;408.5333333;0.127629604;0.038698024;
;;413.22872;0.00337;0.0181;;513.3358667;0.130427209;0.063376366;;409.6;0.127632276;0.038766274;
;;416.56121;0.00202;0.0185;;516.6683556;0.131829291;0.0634038;;410.6666667;0.127658127;0.038780113;
;;419.8937;0.00744;0.0186;;520.0008556;0.129973925;0.06356524;;411.7333333;0.127680664;0.03877278;
;;423.22619;0.00868;0.0183;;523.3333333;0.129761647;0.06357423;;412.8;0.127679885;0.038795704;
;;426.55868;0.00214;0.0185;;526.6658222;0.129548842;0.063557064;;413.8666667;0.127702699;0.038832257;
;;429.89117;0.00812;0.0184;;529.9983;0.130821182;0.063633708;;414.9333333;0.127695532;0.038867993;
;;433.22366;0.00887;0.0186;;533.3307889;0.130034246;0.063617802;;416;0.127699138;0.038919923;
;;436.55615;0.01;0.0189;;536.6632889;0.130574358;0.063727368;;417.0666667;0.12777747;0.038973767;
;;439.88864;0.00997;0.0189;;539.9957667;0.130601768;0.063759014;;418.1333333;0.127784674;0.03901327;
;;443.22113;0.00419;0.019;;543.3282556;0.13053878;0.063638662;;419.2;0.127793808;0.039017984;
;;446.55362;0.00835;0.0188;;546.6607111;0.130355307;0.063709055;;420.2666667;0.127759176;0.039041579;
;;449.88611;0.00617;0.0186;;549.9932111;0.130695096;0.063852563;;421.3333333;0.127773753;0.039040334;
;;453.2186;0.0079;0.0189;;553.3257111;0.130966893;0.063748341;;422.4;0.127810839;0.039081958;
;;456.55109;0.00543;0.0187;;556.6581889;0.130776841;0.063851656;;423.4666667;0.127832127;0.039092281;
;;459.88358;0.00797;0.0191;;559.9906556;0.128888007;0.06425304;;424.5333333;0.127809153;0.039098655;
;;463.21607;0.00625;0.019;;563.3231556;0.131064228;0.064037249;;425.6;0.127825785;0.039143969;
;;466.54856;0.00967;0.0192;;566.6556889;0.130831239;0.063875721;;426.6666667;0.127800324;0.039169498;
;;469.88105;0.0078;0.0192;;569.9881222;0.129735846;0.063960745;;427.7333333;0.127805743;0.039173538;
;;473.21354;0.00419;0.0191;;573.3539667;0.130051828;0.064241106;;428.8;0.127817791;0.039225146;
;;476.54603;0.00658;0.019;;576.6864222;0.130151905;0.064358458;;429.8666667;0.127799636;0.039243485;
;;479.87852;0.00906;0.0194;;580.0189;0.127305572;0.06502614;;430.9333333;0.127847946;0.039315813;
;;483.21101;0.00876;0.0194;;583.3513889;0.129152493;0.064723093;;432;0.127818221;0.039351007;
;;486.5435;0.00597;0.0191;;586.6838778;0.127684507;0.064915524;;433.0666667;0.127839702;0.039361033;
;;489.87599;0.00602;0.0191;;590.0163667;0.128388817;0.065202046;;434.1333333;0.127828967;0.039359667;
;;493.20848;0.00876;0.0194;;593.3488444;0.129530597;0.065052002;;435.2;0.127812178;0.039380762;
;;496.54097;0.0061;0.019;;596.6813333;0.128359743;0.065313803;;436.2666667;0.127811929;0.039371571;
;;499.87346;0.00936;0.0195;;600.0138333;0.128278193;0.065219459;;437.3333333;0.12778083;0.039400851;
;;503.20595;0.00642;0.019;;603.3465;0.128040401;0.065441344;;438.4;0.127822041;0.039441308;
;;506.53844;0.00669;0.019;;606.6788;0.128529721;0.065352994;;439.4666667;0.12781432;0.039439474;
;;509.87093;0.00659;0.019;;610.0112889;0.126767203;0.065741372;;440.5333333;0.127793401;0.039482064;
;;513.20342;0.00497;0.0191;;613.3437556;0.128651647;0.065359836;;441.6;0.127810259;0.039480522;
;;516.53591;0.00497;0.0191;;616.6762444;0.128764195;0.065477675;;442.6666667;0.12778883;0.039471046;
;;519.8684;0.00391;0.0189;;620.0087333;0.128666576;0.065471936;;443.7333333;0.127849906;0.039510493;
;;523.20089;0.00489;0.0191;;623.3412222;0.130495508;0.065342164;;444.8;0.127838861;0.039560611;
;;526.53338;0.00425;0.019;;626.6737333;0.126439712;0.066361618;;445.8666667;0.127921344;0.039643906;
;;529.86587;0.00414;0.019;;630.0062889;0.130764099;0.065466972;;446.9333333;0.127944135;0.039722877;
;;533.19836;0.0104;0.02;;633.3386778;0.130530637;0.065356675;;448;0.127881999;0.03974025;
;;536.53085;0.00222;0.0198;;636.6711667;0.130871473;0.06546925;;449.0666667;0.127913071;0.039802111;
;;539.86334;0.00662;0.0198;;640.0036667;0.131223191;0.065505062;;450.1333333;0.127893901;0.03984912;
;;543.19583;0.00917;0.02;;643.3361222;0.130971214;0.065459532;;451.2;0.12788709;0.039901356;
;;546.52832;0.00696;0.0199;;646.6686111;0.131205934;0.065504222;;452.2666667;0.127850957;0.039926676;
;;549.86081;0.00725;0.0201;;650.0011;0.131336743;0.065511908;;453.3333333;0.127869911;0.039928426;
;;553.1933;0.00699;0.0203;;653.3335889;0.131027596;0.065623299;;454.4;0.127896475;0.040073177;
;;556.52579;0.00333;0.0209;;656.6660667;0.1311422;0.065631337;;455.4666667;0.127905017;0.040131018;
;;559.85828;0.00753;0.021;;659.9985556;0.130449013;0.065814705;;456.5333333;0.127892773;0.040182516;
;;563.19077;0.00224;0.021;;663.3310333;0.130428413;0.065946219;;457.6;0.127862198;0.040169113;
;;566.52326;0.00954;0.0206;;666.6635333;0.130346275;0.065932063;;458.6666667;0.127837033;0.04014437;
;;569.85575;0.00222;0.021;;669.996;0.130146477;0.066210599;;459.7333333;0.1277982;0.040174749;
;;573.18824;0.0111;0.0207;;673.3285111;0.130044423;0.066274947;;460.8;0.127825333;0.04019032;
;;576.52073;0.00701;0.0211;;676.6609889;0.130532966;0.066321633;;461.8666667;0.127781483;0.040234997;
;;579.85322;0.0103;0.021;;679.9934667;0.129486749;0.066513922;;462.9333333;0.127809783;0.040292494;
;;583.18571;0.00934;0.0211;;683.3259778;0.12954867;0.066620397;;464;0.127821655;0.040370192;
;;586.5182;0.00874;0.0212;;686.6584444;0.13023349;0.06643594;;465.0666667;0.127812964;0.040406033;
;;589.85069;0.0101;0.0212;;689.9909111;0.130580967;0.066467042;;466.1333333;0.127823601;0.040416526;
;;593.18318;0.00755;0.0211;;693.3234111;0.130291925;0.066538881;;467.2;0.127853449;0.040472138;
;;596.51567;0.00783;0.0211;;696.6558889;0.129565107;0.067021301;;468.2666667;0.127781222;0.040484642;
;;599.84816;0.00264;0.0213;;699.9883778;0.128527831;0.067070214;;469.3333333;0.127800887;0.040528945;
;;603.18065;0.00954;0.0215;;703.3208667;0.129313088;0.066870141;;470.4;0.127793091;0.040555994;
;;606.51314;0.00902;0.0222;;706.6533444;0.129228585;0.066988289;;471.4666667;0.127804731;0.04055162;
;;609.84563;0.0043;0.0219;;709.9858444;0.129488928;0.066908705;;472.5333333;0.127801901;0.040582969;
;;613.17812;0.00289;0.0219;;713.3183222;0.129234715;0.067008132;;473.6;0.127805579;0.040603037;
;;616.51061;0.00453;0.022;;716.6508111;0.129221564;0.067121141;;474.6666667;0.127800377;0.040617935;
;;619.8431;0.0101;0.0222;;719.9832778;0.129173213;0.067104353;;475.7333333;0.127801171;0.040612229;
;;623.17559;0.011;0.0234;;723.3491;0.129028528;0.067335761;;476.8;0.127818817;0.04063682;
;;626.50808;0.011;0.0234;;726.6816;0.130847718;0.067180834;;477.8666667;0.127822689;0.040629273;
;;629.84057;0.00791;0.0217;;730.0140667;0.12892871;0.067343655;;478.9333333;0.127801058;0.040671691;
;;633.17306;0.00977;0.0221;;733.3465667;0.128379279;0.067546435;;480;0.127793005;0.040704493;
;;636.50555;0.00776;0.022;;736.6790444;0.130715454;0.067186784;;481.0666667;0.127779747;0.040715619;
;;639.83804;0.00892;0.0227;;740.0115333;0.130930494;0.067117831;;482.1333333;0.127764546;0.040720534;
;;643.17053;0.0036;0.0222;;743.3440222;0.130936342;0.067208849;;483.2;0.12775914;0.040736821;
;;646.50302;0.00924;0.0227;;746.6765;0.130990967;0.067209588;;484.2666667;0.127780677;0.040745978;
;;649.83551;0.00999;0.0224;;750.0089778;0.130841333;0.067300337;;485.3333333;0.127797635;0.040705064;
;;653.168;0.00777;0.0217;;753.3748111;0.130497417;0.067288058;;486.4;0.127785568;0.04080924;
;;656.50049;0.00834;0.0227;;756.7072778;0.130561591;0.067307934;;487.4666667;0.127938326;0.041127292;
;;659.83298;0.0104;0.0219;;760.0398111;0.130527739;0.067425204;;488.5333333;0.127813667;0.040755868;
;;663.16547;0.0105;0.022;;763.3722444;0.130679525;0.067443132;;489.6;0.127766802;0.040742946;
;;666.49796;0.00877;0.0219;;766.7048;0.130118539;0.067650948;;490.6666667;0.127787961;0.040726248;
;;669.83045;0.00995;0.022;;770.0372556;0.129955024;0.067757896;;491.7333333;0.127782911;0.040716562;
;;673.16294;0.00919;0.022;;773.3697111;0.130467931;0.067793204;;492.8;0.127816036;0.040731538;
;;676.49543;0.00872;0.0219;;776.7022;0.13025384;0.067895172;;493.8666667;0.127827889;0.040797279;
;;679.82792;0.0107;0.022;;780.0346889;0.130686238;0.06791621;;494.9333333;0.127822693;0.040846612;
;;683.16041;0.0106;0.022;;783.3671556;0.130626759;0.068060559;;496;0.12780247;0.040898709;
;;686.4929;0.0104;0.022;;786.6996778;0.131138583;0.06796734;;497.0666667;0.127788352;0.040886835;
;;689.82539;0.0106;0.0222;;790.0321556;0.130960753;0.067938496;;498.1333333;0.127788974;0.040910444;
;;693.15788;0.00662;0.0217;;793.3646111;0.131811042;0.067865109;;499.2;0.127940835;0.040888202;
;;696.49037;0.0067;0.0217;;796.6971111;0.131717082;0.06798059;;500.2666667;0.127975277;0.040898608;
;;699.82286;0.00656;0.0217;;800.0295889;0.131428873;0.06797075;;501.3333333;0.127971938;0.040891165;
;;703.15535;0.00631;0.0216;;803.3620778;0.131625335;0.067975631;;502.4;0.127950579;0.040903131;
;;706.48784;0.00667;0.0217;;806.6945667;0.130644031;0.068180576;;503.4666667;0.127943526;0.040908337;
;;709.82033;0.000379;0.0237;;810.0270556;0.130118175;0.068404952;;504.5333333;0.127935664;0.040907744;
;;713.15282;0.00495;0.0226;;813.3595333;0.130566101;0.068279242;;505.6;0.127923431;0.040902177;
;;716.48531;0.0000806;0.0238;;816.6920444;0.130778545;0.068412533;;506.6666667;0.127936849;0.040908461;
;;719.8178;0.00929;0.0238;;820.0245;0.131276623;0.068448747;;507.7333333;0.127944823;0.040913339;
;;723.15029;0.00733;0.0225;;823.3569889;0.130975089;0.068698346;;508.8;0.127853872;0.040982303;
;;726.48278;0.0078;0.0223;;826.6894778;0.131466508;0.06883589;;509.8666667;0.127858427;0.040962467;
;;729.81527;0.011;0.0234;;830.0219667;0.131344114;0.069090431;;510.9333333;0.127917764;0.040951957;
;;733.14776;0.0108;0.0235;;833.3544444;0.131018533;0.069165715;;512;0.127937114;0.040972771;
;;736.48025;0.0105;0.0235;;836.687;0.131272643;0.069192887;;513.0666667;0.127959746;0.040996854;
;;739.81274;0.00637;0.0226;;840.0194333;0.131077626;0.069318845;;514.1333333;0.127929422;0.040994032;
;;743.14523;0.00662;0.0226;;843.3519;0.130224916;0.06974984;;515.2;0.127906229;0.041003325;
;;746.47772;0.00636;0.0227;;846.6843778;0.130367876;0.069766566;;516.2666667;0.127932118;0.041013165;
;;749.81021;0.0062;0.0226;;850.0168667;0.130009366;0.069614907;;517.3333333;0.1279432;0.041027068;
;;753.1427;0.00773;0.0226;;853.3493556;0.130563968;0.069656376;;518.4;0.12792312;0.041044497;
;;756.47519;0.0063;0.0226;;856.6818889;0.130562946;0.069653329;;519.4666667;0.127955224;0.041057873;
;;759.80768;0.00627;0.0226;;860.0143222;0.131249851;0.069555154;;520.5333333;0.127948144;0.041041822;
;;763.14017;0.00621;0.0226;;863.3468111;0.130920843;0.069668425;;521.6;0.127936565;0.041038046;
;;766.47266;0.00743;0.0226;;866.6793;0.130797052;0.069790409;;522.6666667;0.127983376;0.041013943;
;;769.80515;0.0063;0.0224;;870.0117889;0.130483197;0.069756667;;523.7333333;0.127971307;0.041038863;
;;773.13764;0.00546;0.0234;;873.3442667;0.130247709;0.069860553;;524.8;0.127927932;0.041058642;
;;776.47013;0.00687;0.0234;;876.6767444;0.130496014;0.069767585;;525.8666667;0.127946462;0.041064006;
;;779.80262;0.00695;0.0236;;880.0092444;0.130176161;0.069742161;;526.9333333;0.127938907;0.041067803;
;;783.13511;0.00691;0.0238;;883.3417333;0.130271406;0.070011003;;528;0.127992988;0.041090687;
;;786.4676;0.00657;0.0239;;886.6742222;0.130258269;0.069996746;;529.0666667;0.127960883;0.04108213;
;;789.80009;0.00647;0.024;;890.0067111;0.13049925;0.069908678;;530.1333333;0.12799132;0.041094005;
;;793.13258;0.00612;0.024;;893.3391778;0.130472054;0.069896476;;531.2;0.127936864;0.041109041;
;;796.46507;0.00691;0.0241;;896.6717111;0.129836485;0.070086964;;532.2666667;0.127950731;0.041126232;
;;799.79756;0.00698;0.0242;;900.0042;0.13010218;0.07010125;;533.3333333;0.12793622;0.041122534;
;;803.13005;0.0072;0.0244;;903.3367444;0.130214093;0.07024187;;534.4;0.127892668;0.041124834;
;;806.46254;0.00623;0.0244;;906.6691667;0.130350177;0.070251423;;535.4666667;0.127868918;0.041133562;
;;809.79503;0.00707;0.0244;;910.0016111;0.130402994;0.070266289;;536.5333333;0.127902886;0.041170613;
;;813.12752;0.0104;0.0253;;913.3341222;0.130635303;0.070288704;;537.6;0.127953202;0.041191798;
;;816.46001;0.0108;0.0254;;916.6665778;0.129755235;0.070603278;;538.6666667;0.127932106;0.041194974;
;;819.7925;0.0107;0.0254;;919.9990778;0.130877791;0.070530835;;539.7333333;0.127917282;0.041195261;
;;823.12499;0.0106;0.0253;;923.3315444;0.130943;0.070532437;;540.8;0.127878307;0.041172394;
;;826.45748;0.011;0.0254;;926.6640333;0.130823616;0.070637883;;541.8666667;0.127909837;0.041223005;
;;829.78997;0.0104;0.0254;;929.9965222;0.131085925;0.070666994;;542.9333333;0.127912428;0.041269447;
;;833.12246;0.00655;0.0249;;933.329;0.131033838;0.070656355;;544;0.127891863;0.041262713;
;;836.45495;0.00743;0.0251;;936.6615;0.129120837;0.071434272;;545.0666667;0.127777985;0.041286974;
;;839.78744;0.00628;0.0249;;939.9939889;0.129418064;0.071423158;;546.1333333;0.127571878;0.041532383;
;;843.11993;0.00634;0.025;;943.3264444;0.130681949;0.071010935;;547.2;0.128173098;0.041631572;
;;846.45242;0.00641;0.0249;;946.6589556;0.130542504;0.071013023;;548.2666667;0.127706476;0.041694705;
;;849.78491;0.00676;0.0252;;949.9914333;0.130771364;0.071119588;;549.3333333;0.127717643;0.041718289;
;;853.1174;0.00793;0.0257;;953.3239111;0.130758133;0.071115557;;550.4;0.127854936;0.041742091;
;;856.44989;0.00716;0.0254;;956.6564;0.129759917;0.071558741;;551.4666667;0.127827924;0.041813278;
;;859.78238;0.00746;0.0254;;959.9889111;0.12971467;0.071579524;;552.5333333;0.12787307;0.041882156;
;;863.11487;0.00772;0.0256;;963.3213778;0.129910725;0.071582384;;553.6;0.127838876;0.041993705;
;;866.44736;0.00758;0.0254;;966.6538778;0.130073671;0.071602284;;554.6666667;0.127963734;0.042025795;
;;869.77985;0.0113;0.0262;;969.9863444;0.129708745;0.07169934;;555.7333333;0.127888793;0.042018738;
;;873.11234;0.00728;0.0255;;973.3188333;0.129726933;0.071677772;;556.8;0.127786691;0.042080303;
;;876.44483;0.00769;0.0258;;976.6513222;0.130153158;0.071721019;;557.8666667;0.127915155;0.042142106;
;;879.77732;0.0112;0.0264;;979.9838111;0.129902317;0.071830737;;558.9333333;0.127862257;0.042130776;
;;883.10981;0.0113;0.0264;;983.3162889;0.130560348;0.071625117;;560;0.127806833;0.042113388;
;;886.4423;0.0106;0.0262;;986.6487889;0.130815493;0.071638412;;561.0666667;0.127860202;0.042110872;
;;889.77479;0.00573;0.0261;;989.9812444;0.129609139;0.072036876;;562.1333333;0.127802811;0.042102618;
;;893.10728;0.00644;0.0261;;993.3137444;0.130151194;0.071966111;;563.2;0.127835916;0.042130702;
;;896.43977;0.00618;0.0262;;996.6462556;0.129977236;0.072062584;;564.2666667;0.127825196;0.042108189;
;;899.77226;0.00625;0.0261;;999.9787222;0.130092082;0.072069302;;565.3333333;0.12787303;0.042165276;
;;903.10475;0.00599;0.0261;;1003.311233;0.130778003;0.072138804;;566.4;0.127867426;0.042191547;
;;906.43724;0.00589;0.0262;;1006.643722;0.130368885;0.072217533;;567.4666667;0.127817187;0.042153973;
;;909.76973;0.00616;0.0263;;1009.976167;0.130395884;0.072238138;;568.5333333;0.127857125;0.042187722;
;;913.10222;0.00879;0.0259;;1013.308678;0.130526283;0.072485375;;569.6;0.127889291;0.042225757;
;;916.43471;0.00911;0.026;;1016.641189;0.130241474;0.072457422;;570.6666667;0.127829224;0.042224408;
;;919.7672;0.00654;0.0264;;1019.973711;0.130115458;0.07244906;;571.7333333;0.127803799;0.042229249;
;;923.09969;0.00626;0.0265;;1023.306111;0.130025303;0.072574512;;572.8;0.127814384;0.042281792;
;;926.43218;0.00905;0.0259;;1026.638611;0.130012581;0.072694497;;573.8666667;0.127846597;0.042306807;
;;929.76467;0.00673;0.0265;;1029.971078;0.129999292;0.072670507;;574.9333333;0.12782892;0.042331461;
;;933.09716;0.00778;0.0275;;1033.303567;0.13005013;0.072812612;;576;0.127853172;0.042381799;
;;936.42965;0.0102;0.027;;1036.636044;0.130109408;0.072836236;;577.0666667;0.127947782;0.042437898;
;;939.76214;0.00623;0.0266;;1039.968544;0.129890628;0.073058887;;578.1333333;0.127832434;0.0423863;
;;943.09463;0.00604;0.0266;;1043.301022;0.129982223;0.073073548;;579.2;0.127823558;0.04240003;
;;946.42712;0.0061;0.0268;;1046.633511;0.129748398;0.073175283;;580.2666667;0.127827018;0.042446762;
;;949.75961;0.00865;0.0271;;1049.999322;0.129600843;0.073170521;;581.3333333;0.12779085;0.042488085;
;;953.0921;0.0088;0.0271;;1053.331856;0.129933465;0.073179458;;582.4;0.127905952;0.04253417;
;;956.42459;0.00871;0.0271;;1056.664322;0.130105699;0.0733155;;583.4666667;0.127866344;0.042570078;
;;959.75708;0.00864;0.0273;;1059.9968;0.130132514;0.073297495;;584.5333333;0.127791252;0.042567008;
;;963.08957;0.00848;0.0273;;1063.362589;0.12943519;0.073658416;;585.6;0.127876048;0.042592208;
;;966.42206;0.00861;0.0274;;1066.695078;0.130023425;0.073676334;;586.6666667;0.127930271;0.042597998;
;;969.75455;0.00791;0.0274;;1070.0609;0.129879525;0.073673032;;587.7333333;0.127941328;0.042605678;
;;973.08704;0.00638;0.0274;;1073.393378;0.12864027;0.073973378;;588.8;0.127894328;0.042614554;
