T,theta_l
311.7796991590449,0.0
311.7221097920639,0.0
311.6652391320617,0.0
311.6090818516177,0.0
311.5536325982091,0.0
311.4988859955614,0.0
311.4448366449862,0.0
311.39147912670995,0.0
311.3388080011893,0.0
311.2868178104162,0.0
311.2355030792103,0.0
311.1848583164989,0.0
311.1348780165852,0.0
311.08555666040303,0.0
311.0368887167587,0.0
310.9888686435601,0.0
310.9414908890318,0.0
310.8947498929167,0.0
310.84864008766397,0.0
310.8031558996025,0.0
310.75829175010057,0.0
310.7140420567107,0.0
310.67040123430024,0.0
310.62736369616664,0.0
310.5849238551386,0.0
310.5430761246609,0.0
310.5018149198659,0.0
310.46113465862726,0.0
310.42102976260054,0.0
310.3814946582462,0.0
310.3425237778387,0.0
310.3041115604581,0.0
310.26625245296714,0.0
310.228940910971,0.0
310.19217139976274,0.0
310.1559383952504,0.0
310.12023638487017,0.0
310.0850598684811,0.0
310.0504033592455,0.0
310.01626138449126,0.0
309.9826284865592,0.0
309.94949922363276,0.0
309.9168681705522,0.0
309.8847299196119,0.0
309.853079081341,0.0
309.82191028526785,0.0
309.7912181806683,0.0
309.76099743729657,0.0
309.73124274610063,0.0
309.70194881992063,0.0
309.6731103941709,0.0
309.6447222275062,0.0
309.6167791024705,0.0
309.58927582613086,0.0
309.5622072306938,0.0
309.5355681741066,0.0
309.5093535406412,0.0
309.483558241464,0.0
309.45817721518705,0.0
309.4332054284061,0.0
309.40863787622055,0.0
309.38446958273926,0.0
309.36069560156983,0.0
309.3373110162927,0.0
309.31431094091977,0.0
309.29169052033745,0.0
309.26944493073506,0.0
309.2475693800172,0.0
309.2260591082022,0.0
309.2049093878048,0.0
309.1841155242046,0.0
309.1636728559997,0.0
309.1435767553458,0.0
309.1238226282811,0.0
309.10440591503686,0.0
309.08532209033393,0.0
309.0665666636654,0.0
309.04813517956535,0.0
309.03002321786414,0.0
309.01222639392984,0.0
308.99474035889693,0.0
308.9775607998814,0.0
308.9606834401829,0.0
308.94410403947404,0.0
308.92781839397725,0.0
308.911822336629,0.0
308.89611173723114,0.0
308.8806825025913,0.0
308.86553057664986,0.0
308.8506519405962,0.0
308.8360426129726,0.0
308.8216986497673,0.0
308.8076161444952,0.0
308.7937912282691,0.0
308.78022006985793,0.0
308.7668988757365,0.0
308.75382389012236,0.0
308.7409913950042,0.0
308.72839771015873,0.0
308.71603919315845,0.0
308.7039122393687,0.0
308.6920132819359,0.0
308.68033879176556,0.0
308.66888527749165,0.0
308.65764928543626,0.0
308.64662739956105,0.0
308.635816241409,0.0
308.6252124700385,0.0
308.61481278194873,0.0
308.60461391099676,0.0
308.59461262830666,0.0
308.58480574217106,0.0
308.5751900979446,0.0
308.5657625779304,0.0
308.55652010125925,0.0
308.54745962376103,0.0
308.5385781378301,0.0
308.5298726722835,0.0
308.52134029221247,0.0
308.5129780988281,0.0
308.5047832293003,0.0
308.49675285659083,0.0
308.4888841892807,0.0
308.48117447139185,0.0
308.4736209822029,0.0
308.4662210360602,0.0
308.4589719821832,0.0
308.4518712044653,0.0
308.44491612126916,0.0
308.4381041852182,0.0
308.43143288298285,0.0
308.4248997350628,0.0
308.41850229556525,0.0
308.4122381519786,0.0
308.40610492494267,0.0
308.40010026801525,0.0
308.3942218674346,0.0
308.3884674418794,0.0
308.38283474222413,0.0
308.3773215512929,0.0
308.3719256836087,0.0
308.3666449851414,0.0
308.36147733305177,0.0
308.3564206354335,0.0
308.3514728310528,0.0
308.3466318890858,0.0
308.3418958088536,0.0
308.33726261955536,0.0
308.3327303799994,0.0
308.32829717833306,0.0
308.32396113177003,0.0
308.31972038631704,0.0
308.31557311649874,0.0
308.3115175250812,0.0
308.30755184279445,0.0
308.30367432805434,0.0
308.2998832666824,0.0
308.29617697162615,0.0
308.29255378267777,0.0
308.28901206619275,0.0
308.2855502148075,0.0
308.2821666471571,0.0
308.27885980759254,0.0
308.2756281658975,0.0
308.2724702170054,0.0
308.2693844807162,0.0
308.26636950141364,0.0
308.26342384778206,0.0
308.2605461125237,0.0
308.257734912077,0.0
308.25498888633405,0.0
308.25230669835975,0.0
308.24968703411065,0.0
308.24712860215516,0.0
308.24463013339397,0.0
308.24219038078166,0.0
308.23980811904863,0.0
308.2374821444248,0.0
308.23521127436345,0.0
308.23299434726687,0.0
308.2308302222125,0.0
308.22871777868085,0.0
308.2266559162842,0.0
308.224643554497,0.0
308.2226796323873,0.0
308.22076310834996,0.0
308.21889295984084,0.0
308.217068183113,0.0
308.21528779295426,0.0
308.2135508224263,0.0
308.2118563226057,0.0
308.2102033623262,0.0
308.2085910279232,0.0
308.2070184229799,0.0
308.2054846680748,0.0
308.203988900532,0.0
308.2025302741725,0.0
308.20110795906766,0.0
308.19972114129513,0.0
308.198369022696,0.0
308.1970508206344,0.0
308.19576576775916,0.0
308.1945131117674,0.0
308.1932921151699,0.0
308.1921020550597,0.0
308.1909422228811,0.0
308.1898119242026,0.0
308.1887104784904,0.0
308.1876372188857,0.0
308.1865914919825,0.0
308.18557265760916,0.0
308.184580088611,0.0
308.18361317063636,0.0
308.18267130192316,0.0
308.1817538930898,0.0
308.18086036692654,0.0
308.1799901581904,0.0
308.1791427134017,0.0
308.178317490643,0.0
308.1775139593604,0.0
308.17673160016744,0.0
308.17596990465034,0.0
308.1752283751771,0.0
308.17450652470706,0.0
308.17380387660455,0.0
308.17311996445335,0.0
308.1724543318745,0.0
308.1718065323459,0.0
308.17117612902433,0.0
308.1705626945696,0.0
308.1699658109714,0.0
308.169385069378,0.0
308.16882006992734,0.0
308.1682704215805,0.0
308.1677357419575,0.0
308.1672156571748,0.0
308.166709801686,0.0
308.1662178181237,0.0
308.1657393571443,0.0
308.16527407727494,0.0
308.1648216447622,0.0
308.1643817334236,0.0
308.16395402450064,0.0
308.1635382065145,0.0
308.1631339751237,0.0
308.16274103298366,0.0
308.16235908960897,0.0
308.16198786123715,0.0
308.1616270706946,0.0
308.1612764472651,0.0
308.16093572655967,0.0
308.1606046503893,0.0
308.1602829666386,0.0
308.15997042914256,0.0
308.1596667975646,0.0
308.1593718372769,0.0
308.1590853192425,0.0
308.1588070198993,0.0
308.1585367210466,0.0
308.1582742097321,0.0
308.158019278143,0.0
308.15777172349624,0.0
308.15753134793346,0.0
308.1572979584148,0.0
308.1570713666176,0.0
308.1568513888338,0.0
308.15663784587207,0.0
308.1564305629589,0.0
308.15622936964405,0.0
308.156034099705,0.0
308.1558445910558,0.0
308.1556606856555,0.0
308.155482229419,0.0
308.1553090721301,0.0
308.1551410673547,0.0
308.1549780723574,0.0
308.15481994801786,0.0
308.15466655875025,0.0
308.1545177724232,0.0
308.1543734602815,0.0
308.15423349686967,0.0
308.15409775995636,0.0
308.15396613046113,0.0
308.153838492381,0.0
308.15371473272086,0.0
308.1535947414224,0.0
308.1534784112971,0.0
308.1533656379586,0.0
308.15325631975725,0.0
308.1531503577161,0.0
308.1530476554675,0.0
308.152948119192,0.0
308.15285165755716,0.0
308.1527581816588,0.0
308.15266760496286,0.0
308.15257984324836,0.0
308.1524948145521,0.0
308.15241243911385,0.0
308.15233263932294,0.0
308.1522553396663,0.0
308.1521804666769,0.0
308.15210794888407,0.0
308.152037716764,0.0
308.1519697026923,0.0
308.1519038408967,0.0
308.15184006741094,0.0
308.1517783200304,0.0
308.1517185382675,0.0
308.15166066330914,0.0
308.1516046379743,0.0
308.15155040667304,0.0
308.15149791536635,0.0
308.15144711152664,0.0
308.15139794409924,0.0
308.15135036346504,0.0
308.1513043214033,0.0
308.1512597710562,0.0
308.15121666689316,0.0
308.1511749646772,0.0
308.1511346214307,0.0
308.15109559540304,0.0
308.15105784603855,0.0
308.1510213339451,0.0
308.15098602086357,0.0
308.15095186963816,0.0
308.1509188441869,0.0
308.15088690947374,0.0
308.1508560314802,0.0
308.15082617717866,0.0
308.15079731450544,0.0
308.1507694123356,0.0
308.1507424404569,0.0
308.1507163695459,0.0
308.15069117114336,0.0
308.15066681763125,0.0
308.15064328220956,0.0
308.1506205388741,0.0
308.1505985623946,0.0
308.15057732829376,0.0
308.15055681282615,0.0
308.1505369929583,0.0
308.1505178463488,0.0
308.15049935132936,0.0
308.15048148688567,0.0
308.1504642326396,0.0
308.1504475688309,0.0
308.1504314763004,0.0
308.15041593647265,0.0
308.15040093133973,0.0
308.15038644344486,0.0
308.1503724558672,0.0
308.15035895220643,0.0
308.15034591656746,0.0
308.15033333354677,0.0
308.1503211882176,0.0
308.1503094661168,0.0
308.15029815323106,0.0
308.15028723598385,0.0
308.1502767012235,0.0
308.15026653620953,0.0
308.15025672860213,0.0
308.1502472664492,0.0
308.150238138176,0.0
308.1502293325732,0.0
308.15022083878694,0.0
308.15021264630747,0.0
308.15020474495975,0.0
308.150197124893,0.0
308.1501897765714,0.0
308.15018269076415,0.0
308.1501758585372,0.0
308.1501692712435,0.0
308.150162920515,0.0
308.15015679825376,0.0
308.15015089662415,0.0
308.1501452080447,0.0
308.1501397251805,0.0
308.15013444093563,0.0
308.15012934844594,0.0
308.1501244410718,0.0
308.15011971239136,0.0
308.1501151561938,0.0
308.15011076647295,0.0
308.15010653742075,0.0
308.1501024634212,0.0
308.15009853904456,0.0
308.1500947590414,0.0
308.1500911183368,0.0
308.15008761202535,0.0
308.15008423536534,0.0
308.1500809837741,0.0
308.15007785282256,0.0
308.1500748382307,0.0
308.1500719358627,0.0
308.1500691417223,0.0
308.15006645194865,0.0
308.1500638628115,0.0
308.15006137070776,0.0
308.15005897215656,0.0
308.1500566637961,0.0
308.1500544423793,0.0
308.15005230477044,0.0
308.15005024794124,0.0
308.1500482689677,0.0
308.1500463650265,0.0
308.1500445333919,0.0
308.15004277143237,0.0
308.1500410766075,0.0
308.1500394464654,0.0
308.1500378786393,0.0
308.150036370845,0.0
308.15003492087806,0.0
308.1500335266114,0.0
308.1500321859923,0.0
308.1500308970405,0.0
308.150029657845,0.0
308.15002846656273,0.0
308.1500273214155,0.0
308.1500262206882,0.0
308.1500251627265,0.0
308.15002414593494,0.0
308.1500231687749,0.0
308.1500222297627,0.0
308.1500213274678,0.0
308.15002046051075,0.0
308.1500196275617,0.0
308.1500188273386,0.0
308.15001805860567,0.0
308.15001732017174,0.0
308.1500166108886,0.0
308.1500159296499,0.0
308.15001527538914,0.0
308.150014647079,0.0
308.15001404372913,0.0
308.15001346438584,0.0
308.15001290813,0.0
308.15001237407625,0.0
308.1500118613718,0.0
308.1500113691951,0.0
308.1500108967551,0.0
308.1500104432896,0.0
308.15001000806507,0.0
308.15000959037474,0.0
308.1500091895383,0.0
308.15000880490066,0.0
308.1500084358313,0.0
308.15000808172294,0.0
308.1500077419913,0.0
308.15000741607383,0.0
308.1500071034292,0.0
308.15000680353626,0.0
308.15000651589366,0.0
308.15000624001897,0.0
308.15000597544787,0.0
308.15000572173375,0.0
308.1500054784469,0.0
308.1500052451739,0.0
308.15000502151713,0.0
308.1500048070941,0.0
308.15000460153703,0.0
308.15000440449205,0.0
308.150004215619,0.0
308.1500040345908,0.0
308.1500038610927,0.0
308.15000369482254,0.0
308.15000353548936,0.0
308.15000338281374,0.0
308.150003236527,0.0
308.15000309637094,0.0
308.15000296209735,0.0
308.1500028334676,0.0
308.15000271025264,0.0
308.15000259223206,0.0
308.1500024791943,0.0
308.150002370936,0.0
308.15000226726187,0.0
308.15000216798416,0.0
308.1500020729227,0.0
308.15000198190427,0.0
308.15000189476257,0.0
308.15000181133803,0.0
308.1500017314772,0.0
308.1500016550328,0.0
308.1500015818634,0.0
308.1500015118334,0.0
308.1500014448123,0.0
308.1500013806751,0.0
308.1500013193016,0.0
308.15000126057663,0.0
308.15000120438947,0.0
308.15000115063395,0.0
308.15000109920817,0.0
308.15000105001445,0.0
308.15000100295885,0.0
308.1500009579515,0.0
308.15000091490583,0.0
308.15000087373926,0.0
308.1500008343721,0.0
308.15000079672836,0.0
308.1500007607348,0.0
308.1500007263213,0.0
308.15000069342074,0.0
308.15000066196853,0.0
308.15000063190297,0.0
308.1500006031647,0.0
308.15000057569705,0.0
308.1500005494454,0.0
308.15000052435767,0.0
308.15000050038367,0.0
308.15000047747566,0.0
308.1500004555874,0.0
308.15000043467506,0.0
308.15000041469636,0.0
308.15000039561085,0.0
308.1500003773798,0.0
308.1500003599661,0.0
308.15000034333406,0.0
308.15000032744985,0.0
308.15000031228067,0.0
308.1500002977953,0.0
308.15000028396383,0.0
308.15000027075763,0.0
308.15000025814925,0.0
308.1500002461123,0.0
308.1500002346218,0.0
308.15000022365354,0.0
308.1500002131845,0.0
308.15000020319263,0.0
308.15000019365675,0.0
308.1500001845567,0.0
308.15000017587306,0.0
308.15000016758734,0.0
308.15000015968184,0.0
308.15000015213957,0.0
308.15000014494433,0.0
308.15000013808066,0.0
308.1500001315336,0.0
308.15000012528895,0.0
308.1500001193333,0.0
308.1500001136534,0.0
308.15000010823707,0.0
308.15000010307216,0.0
308.1500000981476,0.0
308.15000009345226,0.0
308.15000008897596,0.0
308.1500000847086,0.0
308.1500000806408,0.0
308.15000007676343,0.0
308.1500000730679,0.0
308.1500000695457,0.0
308.15000006618914,0.0
308.15000006299056,0.0
308.15000005994267,0.0
308.15000005703865,0.0
308.1500000542718,0.0
308.1500000516359,0.0
308.15000004912486,0.0
308.15000004673294,0.0
308.15000004445466,0.0
308.1500000422847,0.0
308.15000004021806,0.0
308.15000003824997,0.0
308.1500000363759,0.0
308.1500000345914,0.0
308.15000003289236,0.0
308.1500000312747,0.0
308.15000002973477,0.0
308.1500000282687,0.0
308.1500000268733,0.0
308.150000025545,0.0
308.1500000242809,0.0
308.15000002307784,0.0
308.15000002193295,0.0
308.1500000208435,0.0
308.1500000198069,0.0
308.15000001882055,0.0
308.15000001788223,0.0
308.1500000169895,0.0
308.1500000161404,0.0
308.15000001533264,0.0
308.1500000145644,0.0
308.15000001383373,0.0
308.1500000131388,0.0
308.150000012478,0.0
308.15000001184967,0.0
308.1500000112522,0.0
308.1500000106842,0.0
308.1500000101441,0.0
308.15000000963073,0.0
308.1500000091426,0.0
308.1500000086788,0.0
308.15000000823784,0.0
308.1500000078189,0.0
308.15000000742066,0.0
308.15000000704225,0.0
308.1500000066827,0.0
308.15000000634103,0.0
308.1500000060165,0.0
308.1500000057081,0.0
308.15000000541517,0.0
308.1500000051369,0.0
308.1500000048726,0.0
308.1500000046216,0.0
308.1500000043832,0.0
308.15000000415677,0.0
308.1500000039417,0.0
308.1500000037376,0.0
308.15000000354377,0.0
308.1500000033597,0.0
308.150000003185,0.0
308.15000000301916,0.0
308.1500000028617,0.0
308.15000000271226,0.0
308.1500000025705,0.0
308.15000000243583,0.0
308.1500000023081,0.0
308.15000000218686,0.0
308.15000000207186,0.0
308.1500000019627,0.0
308.1500000018592,0.0
308.15000000176093,0.0
308.15000000166776,0.0
308.1500000015794,0.0
308.1500000014955,0.0
308.150000001416,0.0
308.1500000013406,0.0
308.150000001269,0.0
308.15000000120114,0.0
308.1500000011368,0.0
308.1500000010758,0.0
308.15000000101804,0.0
308.1500000009632,0.0
308.15000000091123,0.0
308.1500000008619,0.0
308.15000000081517,0.0
308.15000000077083,0.0
308.1500000007289,0.0
308.15000000068903,0.0
308.15000000065135,0.0
308.1500000006156,0.0
308.15000000058177,0.0
308.1500000005497,0.0
308.15000000051936,0.0
308.15000000049065,0.0
308.1500000004634,0.0
308.1500000004376,0.0
308.1500000004132,0.0
308.15000000039,0.0
308.150000000368,0.0
308.1500000003471,0.0
308.1500000003274,0.0
308.1500000003086,0.0
308.1500000002909,0.0
308.150000000274,0.0
308.1500000002581,0.0
308.15000000024304,0.0
308.1500000002288,0.0
308.1500000002152,0.0
308.15000000020245,0.0
308.1500000001903,0.0
308.15000000017886,0.0
308.15000000016795,0.0
308.1500000001577,0.0
308.150000000148,0.0
308.15000000013885,0.0
308.15000000013015,0.0
308.1500000001219,0.0
308.1500000001142,0.0
308.15000000010684,0.0
308.15000000009996,0.0
308.15000000009337,0.0
308.15000000008723,0.0
308.1500000000814,0.0
308.1500000000759,0.0
308.15000000007075,0.0
308.15000000006586,0.0
308.15000000006125,0.0
308.15000000005693,0.0
308.15000000005284,0.0
308.150000000049,0.0
308.15000000004534,0.0
308.1500000000419,0.0
308.1500000000388,0.0
308.1500000000358,0.0
308.150000000033,0.0
308.15000000003033,0.0
308.1500000000279,0.0
308.1500000000255,0.0
308.1500000000234,0.0
308.15000000002135,0.0
308.15000000001953,0.0
308.1500000000177,0.0
308.15000000001606,0.0
308.1500000000145,0.0
308.15000000001305,0.0
308.1500000000117,0.0
308.1500000000105,0.0
308.15000000000936,0.0
308.1500000000084,0.0
308.1500000000074,0.0
308.15000000000657,0.0
308.1500000000057,0.0
308.150000000005,0.0
308.15000000000424,0.0
308.1500000000036,0.0
308.150000000003,0.0
308.1500000000025,0.0
308.15000000000197,0.0
308.15000000000157,0.0
308.15000000000117,0.0
308.15000000000083,0.0
308.15000000000055,0.0
308.1500000000003,0.0
308.15000000000015,0.0
308.15000000000003,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
308.15,0.0
